Stadt,PCR_pos_N,Inz1,Inz1b,Inz1c,Inz1d,Inz1e,Inz1f,PCR_pos_Hosp,Inz2,N3,Inz3,Inz3c,Inz3d,Inz3e,Inz3f,PCR_pos_Dec,N5,Inz5c,Inz5d,Inz5e,Inz5f,Week,avg_temperature_per_day,max_temp_per_day,min_temp_per_day,max - min temp
Rhein-Lahn-Kreis,256,208.8534240722656,208.84661865234372,405.0748901367188,224.71910095214844,219.9543914794922,121.2621612548828,4,3.263228416442871,2,1.6316142082214355,0.0,0.0,0.0,5.1600918769836435,0,0,0,0,0,0,2021KW48,4.128,6.15,1.85,4.300000000000002
Westerwaldkreis,479,236.15835571289062,236.15835571289062,406.75567626953125,452.5463562011719,226.86929321289062,130.12031555175778,18,8.87442684173584,7,3.4511659145355225,0.0,6.373892307281494,0.9492439031600952,8.449371337890625,9,8,0,0,0,8,2021KW48,0.79,3.1,-1.55,4.65
Alzey-Worms,504,385.5716552734375,385.4684448242188,479.9789733886719,538.4922485351561,451.3074645996094,188.45388793945312,10,7.648183345794678,4,3.0592734813690186,0.0,0.0,2.9497220516204834,5.3085598945617685,3,1,0,0,0,1,2021KW48,2.806,4.4,0.8,3.6
Bad Kreuznach,357,224.88755798339844,224.8663024902344,375.7659912109375,280.30239868164057,263.9019775390625,97.80438995361328,1,0.6298776268959045,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,2021KW48,4.152,6.1,1.75,4.35
Birkenfeld,191,236.29840087890625,229.3798370361328,383.0972900390625,529.5524291992189,241.7405242919922,116.32270050048828,9,10.808473587036133,6,7.205649375915527,11.6090087890625,0.0,7.554391384124756,7.504690647125244,5,5,0,0,2,3,2021KW48,1.5459999999999998,3.25,-0.6499999999999999,3.9
Mainz-Bingen,548,259.071044921875,258.90701293945307,445.3341979980469,338.8599853515625,274.89395141601557,135.201171875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,9,0,0,2,7,2021KW48,4.128,6.15,1.85,4.300000000000002
KS Mainz,520,239.4955902099609,239.30050659179688,388.1849060058594,288.4129943847656,247.7430877685547,138.70999145507812,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,4,0,0,0,4,2021KW48,3.33,5.550000000000002,0.9,4.65
KS Worms,327,391.8091430664063,391.8091430664063,429.3600463867188,620.251220703125,416.2402038574219,266.51763916015625,5,5.990965843200684,4,4.79277229309082,0.0,15.506279945373535,2.274536609649658,8.597343444824219,5,4,0,0,1,3,2021KW48,3.52,5.05,0.95,4.1
Bad Durkheim,468,351.8691101074219,351.7950439453125,551.0840454101561,545.1630249023439,352.8538818359375,246.43467712402344,3,2.255096435546875,1,0.7516988515853882,0.0,0.0,0.0,2.2818026542663574,8,8,0,0,0,8,2021KW48,3.8,5.3,2.5,2.8
KS Frankenthal,201,412.30767822265625,412.30767822265625,666.0823974609375,782.3414306640625,434.3280029296875,184.93150329589844,1,2.0512821674346924,1,2.0512821674346924,0.0,0.0,4.021555423736571,0.0,2,2,0,0,0,2,2021KW48,3.52,5.05,0.95,4.1
Germersheim,860,666.6356811523438,666.5426635742188,999.9324340820312,801.4608764648438,721.772216796875,390.9584045410156,3,2.325148820877075,0,0.0,0.0,0.0,0.0,0.0,10,9,0,0,2,7,2021KW48,1.338,3.95,-0.5,4.449999999999998
KS Landau i.d.Pf.,159,340.5804748535156,340.5658874511719,498.4423828125,306.0912170410156,338.5575256347656,292.326416015625,6,12.851543426513672,0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,2,2021KW48,2.374,3.8,1.15,2.65
KS Ludwigshafen,620,359.30157470703125,359.2890625,562.1288452148439,446.7277221679688,354.96795654296875,237.35281372070312,4,2.3179941177368164,4,2.3179941177368164,0.0,0.0,1.0627783536911009,6.9809651374816895,11,11,0,0,2,9,2021KW48,3.1519999999999997,4.7,0.8,3.9
KS Neustadt a.d.W.,305,572.168212890625,572.0716552734375,1008.169677734375,604.626708984375,646.7321166992188,309.2252197265625,7,13.12951374053955,2,3.75128960609436,0.0,0.0,7.608613014221191,0.0,2,2,0,0,1,1,2021KW48,-0.35600000000000004,1.0,-1.65,2.6500000000000004
Rhein-Pfalz-Kreis,687,443.9303588867188,443.91888427734375,785.1810913085938,834.6185302734375,427.21923828125,250.7057647705078,5,3.2308506965637207,1,0.6461701393127441,0.0,0.0,0.0,2.106771230697632,4,4,0,0,0,4,2021KW48,3.8,5.3,2.5,2.8
KS Speyer,241,474.9610900878906,474.9142761230469,666.543212890625,726.3922729492188,546.218505859375,226.6399078369141,2,3.941197395324707,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,1,4,2021KW48,2.676,4.35,0.20000000000000007,4.15
Sudliche Weinstr.,418,377.314208984375,377.314208984375,836.3201904296875,494.9238586425781,340.4590759277344,257.22201538085943,12,10.831986427307127,1,0.9026655554771424,0.0,0.0,0.0,2.826615333557129,3,3,0,0,0,3,2021KW48,3.8,5.3,2.5,2.8
Bernkastel-Wittlich,298,264.45401000976557,260.680908203125,392.99163818359375,364.6529846191406,291.2178649902344,153.22625732421875,6,5.2486090660095215,3,2.6243045330047607,8.187326431274414,0.0,0.0,5.675046920776367,3,3,0,0,0,3,2021KW48,2.414,4.1,0.0,4.1
Bitburg-Prum,188,187.8966522216797,182.0100555419922,290.67205810546875,227.85150146484372,200.15631103515625,114.65499114990234,2,1.936277151107788,1,0.968138575553894,0.0,0.0,0.0,3.474393606185913,1,1,0,0,0,1,2021KW48,2.414,4.1,0.0,4.1
Trier-Saarburg,524,348.096435546875,347.7637634277344,788.0498657226562,441.864501953125,356.1298828125,136.05755615234378,2,1.3273426294326782,1,0.6636713147163391,0.0,0.0,0.0,2.306060314178467,7,5,0,0,0,5,2021KW48,2.414,4.1,0.0,4.1
KS Trier,230,207.8175506591797,207.71620178222656,403.0411376953125,202.0746307373047,185.757568359375,183.81663513183597,6,5.4186835289001465,6,5.4186835289001465,0.0,0.0,3.0452060699462886,15.00543975830078,2,2,0,0,0,2,2021KW48,2.414,4.1,0.0,4.1
Vulkaneifel,181,299.21807861328125,299.1587219238281,769.8744506835938,579.374267578125,260.28631591796875,158.14964294433594,8,13.222484588623047,4,6.6112422943115225,0.0,0.0,0.0,19.768705368041992,1,1,0,0,0,1,2021KW48,1.4080000000000001,3.25,-1.0,4.25
Donnersbergkreis,222,293.887939453125,291.09027099609375,379.85540771484375,338.8681945800781,280.354248046875,274.56027221679693,7,9.178522109985352,1,1.3112174272537231,0.0,0.0,0.0,4.290004253387451,5,4,0,0,0,4,2021KW48,0.5719999999999998,2.0,-1.1,3.1
Kaiserslautern,387,363.9954833984375,312.8283996582031,554.1018676757811,559.2025146484375,399.3111267089844,179.79478454589844,3,2.4250261783599854,1,0.8083420991897583,0.0,0.0,1.8924698829650881,0.0,5,3,0,0,0,3,2021KW48,1.926,3.3,-0.35,3.65
KS Kaiserslautern,389,390.31927490234375,366.4245910644531,551.3638916015625,450.1800842285156,432.86920166015625,227.8071746826172,2,1.883931040763855,1,0.9419655203819276,0.0,0.0,1.8036216497421265,0.0,3,2,0,0,0,2,2021KW48,1.926,3.3,-0.35,3.65
Kusel,213,303.8299560546875,288.31707763671875,418.1842651367188,513.5579223632811,346.43377685546875,161.8812255859375,6,8.121607780456543,2,2.707202434539795,0.0,0.0,2.911208152770996,4.260032176971436,3,1,0,0,0,1,2021KW48,1.192,2.6500000000000004,-0.65,3.3
KS Pirmasens,124,308.6419677734375,308.5421447753906,409.8360595703125,789.66259765625,335.55340576171875,139.98379516601562,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,6,0,0,0,6,2021KW48,0.596,1.95,-0.8999999999999999,2.85
Sudwestpfalz,280,295.0101013183594,291.3479919433594,604.7943725585938,560.9873657226561,289.172119140625,167.20375061035156,2,2.081057071685791,1,1.0405285358428955,0.0,0.0,0.0,3.0400681495666504,6,3,0,0,0,3,2021KW48,0.596,1.95,-0.8999999999999999,2.85
KS Zweibrucken,102,299.9911804199219,299.8236389160156,485.99200439453125,682.1829833984375,283.0570068359375,177.57009887695312,2,5.878894805908202,2,5.878894805908202,0.0,0.0,5.776673793792725,9.345794677734377,0,0,0,0,0,0,2021KW48,1.39,2.8,-0.4500000000000001,3.25
Ahrweiler,328,251.38145446777344,251.38145446777344,516.1759643554689,421.6600036621094,266.62966918945307,107.4063720703125,4,3.065627336502075,3,2.299220561981201,0.0,0.0,0.0,7.004763126373291,7,7,0,0,1,6,2021KW49,5.213333333333334,7.899999999999999,2.3000000000000003,5.599999999999999
Altenkirchen,363,281.2056884765625,281.2056884765625,658.3093872070312,420.6853942871094,295.3894958496094,86.32508850097656,7,5.422699451446533,3,2.324013948440552,0.0,10.2606201171875,0.0,5.077946662902832,3,2,0,0,0,2,2021KW49,4.390666666666667,6.7,0.2333333333333334,6.466666666666668
Cochem-Zell,168,272.82470703125,272.6166381835937,670.6907958984375,265.36929321289057,254.55258178710938,185.81907653808597,7,11.359025955200195,1,1.622718095779419,0.0,0.0,0.0,4.889975547790527,2,0,0,0,0,0,2021KW49,4.509333333333333,7.566666666666667,1.2666666666666668,6.3
KS Koblenz,278,245.1758575439453,245.16720581054688,467.7349548339844,270.3798828125,276.91519165039057,96.9598388671875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,5,2021KW49,5.570666666666668,7.8,2.066666666666667,5.7333333333333325
Mayen-Koblenz,485,225.80615234375,225.80615234375,358.9375305175781,294.35711669921875,249.9049224853516,119.01818084716795,3,1.39673912525177,0,0.0,0.0,0.0,0.0,0.0,9,9,0,0,0,9,2021KW49,5.570666666666668,7.8,2.066666666666667,5.7333333333333325
Neuwied,493,269.20620727539057,269.20620727539057,442.3927612304688,462.2172546386719,277.57376098632807,140.62161254882812,4,2.1842286586761475,4,2.1842286586761475,0.0,0.0,2.160107135772705,3.6056826114654537,6,6,0,0,0,6,2021KW49,4.350666666666667,5.966666666666666,1.7666666666666666,4.2
Rhein-Hunsruck,307,296.90234375,296.890869140625,503.82366943359375,362.88232421875,359.2147216796875,110.72834777832031,2,1.9341424703598025,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,1,4,2021KW49,3.228,6.166666666666668,0.6,5.566666666666666
Rhein-Lahn-Kreis,303,247.19761657714844,247.1895446777344,473.8612060546875,258.42697143554693,268.4737548828125,134.16238403320312,4,3.263228416442871,2,1.6316142082214355,0.0,0.0,0.0,5.1600918769836435,3,0,0,0,0,0,2021KW49,5.056,6.866666666666666,2.5,4.366666666666667
Westerwaldkreis,536,264.26071166992193,264.26071166992193,539.3934326171875,267.7034912109375,301.85955810546875,91.25321197509766,11,5.423260688781738,4,1.9720948934555051,0.0,0.0,1.8984878063201904,3.3797485828399663,10,9,0,0,0,9,2021KW49,3.1186666666666665,5.7333333333333325,0.6,5.133333333333333
Alzey-Worms,582,445.24346923828125,445.1242980957031,1071.73388671875,678.101318359375,420.33538818359375,175.18247985839844,13,9.942638397216797,5,3.824091672897339,0.0,0.0,0.0,13.271400451660154,4,2,0,0,1,1,2021KW49,4.566666666666666,6.433333333333334,1.9333333333333331,4.5
Bad Kreuznach,384,241.89585876464844,241.8730010986328,520.2913818359375,237.8323211669922,247.565185546875,137.72454833984378,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW49,5.181333333333334,7.400000000000001,2.2333333333333334,5.166666666666667
Birkenfeld,190,235.0612335205078,228.17889404296875,464.3603515625,392.8937377929688,234.18614196777344,127.5797348022461,9,10.808473587036133,5,6.00470781326294,0.0,0.0,2.5181305408477783,15.009381294250488,8,8,0,0,1,7,2021KW49,3.656,6.2,1.3333333333333333,4.866666666666667
Mainz-Bingen,427,201.8673858642578,201.73959350585938,281.9088134765625,169.42999267578125,236.4087829589844,117.28294372558594,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,9,0,0,1,8,2021KW49,5.056,6.866666666666666,2.5,4.366666666666667
KS Mainz,526,242.25900268554688,242.0616607666016,406.032470703125,331.6749572753906,248.5100860595703,128.80213928222656,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,5,2021KW49,4.517333333333333,6.533333333333334,1.6333333333333335,4.9
KS Worms,492,589.5110473632812,589.5110473632812,1298.302978515625,1100.9459228515623,527.6925048828125,266.51763916015625,11,13.180124282836914,5,5.990965843200684,0.0,0.0,6.823609828948975,8.597343444824219,6,3,0,0,1,2,2021KW49,4.818666666666666,6.566666666666666,2.466666666666667,4.1
Bad Durkheim,473,355.6283874511719,355.5535583496094,645.348388671875,619.9893188476562,366.4834289550781,191.6714172363281,3,2.255096435546875,2,1.5033977031707764,0.0,0.0,1.5143942832946775,2.2818026542663574,8,8,0,0,0,8,2021KW49,5.482666666666668,7.533333333333332,3.2,4.333333333333333
KS Frankenthal,207,424.6153869628906,424.6153869628906,508.3260192871094,782.3414306640625,502.6944274902344,171.23287963867188,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2021KW49,4.818666666666666,6.566666666666666,2.466666666666667,4.1
Germersheim,825,639.505126953125,639.4158935546875,959.3946533203124,953.6370239257812,662.9720458984375,379.9454956054688,5,3.8752479553222656,3,2.325148820877075,0.0,0.0,0.0,8.259684562683105,19,19,0,0,3,16,2021KW49,3.017333333333333,5.533333333333332,0.9,4.633333333333334
KS Landau i.d.Pf.,142,304.1662292480469,304.1531982421875,456.905517578125,275.48208618164057,319.5374450683594,219.2448272705078,6,12.851543426513672,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2021KW49,5.030666666666667,6.833333333333332,3.533333333333333,3.2999999999999994
KS Ludwigshafen,573,332.0641784667969,332.0526428222656,457.8630065917969,521.1823120117189,352.8424072265625,162.88919067382812,4,2.3179941177368164,1,0.5794985294342041,0.0,0.0,0.0,2.3269884586334233,9,8,0,0,2,6,2021KW49,4.566666666666666,6.533333333333334,1.9666666666666668,4.566666666666666
KS Neustadt a.d.W.,333,624.6951293945312,624.5897216796875,1025.5518798828123,736.0673217773438,703.7966918945312,349.3099670410156,3,5.626934051513672,2,3.75128960609436,0.0,0.0,0.0,11.45278549194336,5,5,0,0,2,3,2021KW49,3.017333333333333,5.533333333333332,0.9,4.633333333333334
Rhein-Pfalz-Kreis,622,401.92822265625,401.9178466796875,785.1810913085938,671.3236083984375,429.7774353027344,147.47398376464844,3,1.9385104179382324,2,1.2923402786254885,0.0,0.0,1.2790994644165041,2.106771230697632,7,6,0,0,1,5,2021KW49,5.482666666666668,7.533333333333332,3.2,4.333333333333333
KS Speyer,283,557.734375,557.679443359375,777.6337890625,1156.846923828125,580.5958862304688,297.8695983886719,1,1.9705986976623533,1,1.9705986976623533,0.0,0.0,0.0,6.475425720214844,6,6,0,0,0,6,2021KW49,5.0840000000000005,7.033333333333334,2.1,4.933333333333334
Sudliche Weinstr.,448,404.3941650390625,404.3941650390625,759.5152587890625,545.685302734375,442.5968017578125,195.03646850585938,5,4.513328075408936,1,0.9026655554771424,0.0,0.0,0.0,2.826615333557129,2,2,0,0,0,2,2021KW49,5.482666666666668,7.533333333333332,3.2,4.333333333333333
Bernkastel-Wittlich,245,217.4202423095703,214.31820678710938,302.9310607910156,182.3264923095703,273.67462158203125,104.98836517333984,5,4.373840808868408,2,1.7495363950729368,0.0,0.0,1.754324436187744,2.837523460388184,3,3,0,0,0,3,2021KW49,4.1640000000000015,6.1000000000000005,1.5666666666666664,4.533333333333334
Bitburg-Prum,137,136.92469787597656,132.63497924804688,158.54840087890625,134.03028869628906,160.1250457763672,86.8598403930664,6,5.808831214904785,0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,1,4,2021KW49,4.437333333333333,6.366666666666667,1.8333333333333333,4.533333333333334
Trier-Saarburg,303,201.28477478027344,201.0924072265625,294.0484619140625,251.25628662109372,208.5903625488281,138.36361694335938,1,0.6636713147163391,1,0.6636713147163391,0.0,0.0,0.0,2.306060314178467,7,5,0,0,0,5,2021KW49,4.437333333333333,6.366666666666667,1.8333333333333333,4.533333333333334
KS Trier,211,190.6500244140625,190.5570373535156,256.480712890625,242.48956298828125,202.50621032714844,120.04351806640624,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,2021KW49,4.437333333333333,6.366666666666667,1.8333333333333333,4.533333333333334
Vulkaneifel,139,229.7862548828125,229.7406768798828,535.5648803710939,417.14947509765625,236.9272918701172,88.95917510986328,4,6.6112422943115225,1,1.6528105735778809,0.0,0.0,3.3370039463043213,0.0,4,1,0,0,0,1,2021KW49,4.509333333333333,7.566666666666667,1.2666666666666668,6.3
Donnersbergkreis,209,276.67828369140625,274.04446411132807,416.6156005859375,423.5852355957031,319.65625,120.1201171875,2,2.6224348545074463,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2021KW49,2.8760000000000003,4.666666666666667,0.6333333333333334,4.033333333333334
Kaiserslautern,436,410.082763671875,352.4371643066406,761.8900756835938,705.0814208984375,433.3756103515625,154.99549865722656,3,2.4250261783599854,2,1.6166841983795166,0.0,0.0,1.8924698829650881,3.099910020828247,6,3,0,0,0,3,2021KW49,4.141333333333333,6.133333333333333,1.7666666666666666,4.366666666666666
KS Kaiserslautern,420,421.4244079589844,395.6255187988281,764.1710205078125,585.2340698242188,420.2438354492188,253.52734375,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7,4,0,0,0,4,2021KW49,4.141333333333333,6.133333333333333,1.7666666666666666,4.366666666666666
Kusel,217,309.53570556640625,293.7314758300781,526.102783203125,410.8463439941406,334.7889404296875,183.181396484375,12,16.243215560913086,3,4.060803890228272,0.0,0.0,0.0,12.780097007751465,5,2,0,0,0,2,2021KW49,3.4026666666666667,5.433333333333334,1.3333333333333333,4.1000000000000005
KS Pirmasens,148,368.3791198730469,368.2599792480469,578.5921020507812,861.4501342773438,396.5631103515625,162.0865020751953,6,14.929458618164062,2,4.976486206054688,0.0,0.0,0.0,14.735136032104492,10,7,0,0,0,7,2021KW49,3.5813333333333333,5.4,1.4,4.0
Sudwestpfalz,376,396.1564331054688,391.2387390136719,736.74951171875,593.0437622070312,424.1191101074219,224.9650421142578,14,14.567399978637695,3,3.1215858459472656,0.0,0.0,2.1420156955718994,6.080136299133301,8,4,0,0,0,4,2021KW49,3.5813333333333333,5.4,1.4,4.0
KS Zweibrucken,112,329.4020690917969,329.2181091308594,657.5185546875,481.5409240722656,346.6004333496094,158.87850952148438,1,2.9394474029541016,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2021KW49,3.565333333333333,5.599999999999999,1.2666666666666666,4.333333333333333
Ahrweiler,239,183.17123413085938,183.17123413085938,421.66485595703125,177.5410614013672,194.19271850585938,91.06192016601562,5,3.832034349441528,0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,4,2021KW50,7.3577142857142865,8.885714285714286,5.685714285714285,3.2
Altenkirchen,224,173.52638244628906,173.52638244628906,350.1645812988281,297.5579833984375,173.5793914794922,78.70816802978516,11,8.521385192871094,4,3.0986852645874023,0.0,0.0,3.045252561569214,5.077946662902832,3,2,0,0,0,2,2021KW50,5.431428571428571,6.585714285714286,3.9571428571428577,2.6285714285714294
Cochem-Zell,104,168.89149475097656,168.76268005371094,368.87994384765625,221.14108276367188,156.64773559570312,117.35941314697266,3,4.868154048919678,0,0.0,0.0,0.0,0.0,0.0,7,4,0,0,1,3,2021KW50,4.6908571428571415,5.7857142857142865,3.7428571428571433,2.042857142857143
KS Koblenz,185,163.15660095214844,163.1508331298828,389.77911376953125,175.74691772460938,171.27125549316406,62.55473709106445,1,0.881896436214447,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2021KW50,6.789714285714287,8.3,5.0,3.3000000000000003
Mayen-Koblenz,373,173.66122436523438,173.66122436523438,278.70443725585943,275.568359375,191.05050659179688,80.37591552734375,2,0.9311593770980836,0,0.0,0.0,0.0,0.0,0.0,8,7,0,0,1,6,2021KW50,6.770285714285714,8.3,4.6571428571428575,3.6428571428571432
Neuwied,481,262.65350341796875,262.65350341796875,456.8186340332031,427.2007751464844,273.2535400390625,129.8045654296875,12,6.5526862144470215,10,5.460571765899658,9.617234230041504,0.0,2.160107135772705,10.81704807281494,5,5,0,0,0,5,2021KW50,5.308,6.542857142857143,4.014285714285714,2.5285714285714285
Rhein-Hunsruck,241,233.07318115234372,233.0641632080078,440.845703125,336.962158203125,249.72146606445312,110.72834777832031,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,3,2021KW50,4.6571428571428575,5.9,3.6142857142857134,2.2857142857142856
Rhein-Lahn-Kreis,229,186.82591247558597,186.81982421875,366.86029052734375,314.60675048828125,184.37353515625,100.62178802490234,9,7.342263698577881,8,6.526456832885742,0.0,0.0,1.617311716079712,18.060321807861328,3,0,0,0,0,0,2021KW50,6.477142857142858,7.799999999999999,4.557142857142857,3.2428571428571433
Westerwaldkreis,334,164.669921875,164.669921875,313.9092712402344,203.9645538330078,174.660888671875,79.42408752441406,10,4.930237293243408,3,1.4790711402893066,0.0,0.0,1.8984878063201904,1.6898742914199831,8,7,0,0,1,6,2021KW50,3.9474285714285715,4.942857142857143,2.771428571428572,2.1714285714285717
